Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
                0.01    0.00 24829079/24839067     List::insert(int) [3]
[6]      8.3    0.01    0.00 24839067         std::vector<int, std::allocator<int> >::end() [6]
                0.00    0.00 24839067/24889079     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [28]
-----------------------------------------------
                0.00    0.00   10000/24859080     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__min_element<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter) [12]
                0.00    0.00   10000/24859080     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__max_element<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter) [11]
                0.00    0.00   10001/24859080     List::countingSort() [8]
                0.00    0.01 24829079/24859080     List::insert(int) [3]
[7]      8.3    0.00    0.01 24859080         bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [7]
                0.01    0.00 49718160/49758191     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [5]
-----------------------------------------------
                0.00    0.00       1/1           main [2]
[8]      0.0    0.00    0.00       1         List::countingSort() [8]
                0.00    0.00       1/1           __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::min_element<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [10]
                0.00    0.00       1/1           __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::max_element<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [9]
                0.00    0.00   10000/24849079     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator++() [4]
                0.00    0.00   10001/24859080     bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [7]
                0.00    0.00       3/24839067     std::vector<int, std::allocator<int> >::end() [6]
                0.00    0.00   40100/40100       std::vector<int, std::allocator<int> >::operator[](unsigned long) [30]
                0.00    0.00   10002/24889054     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [29]
                0.00    0.00       3/30015       std::vector<int, std::allocator<int> >::begin() [33]
                0.00    0.00       1/2           std::allocator<int>::allocator() [98]
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::vector(unsigned long, int const&, std::allocator<int> const&) [127]
                0.00    0.00       1/4           std::allocator<int>::~allocator() [93]
                0.00    0.00       1/2           std::vector<int, std::allocator<int> >::~vector() [103]
-----------------------------------------------
                0.00    0.00       1/1           List::countingSort() [8]
[9]      0.0    0.00    0.00       1         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::max_element<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [9]
                0.00    0.00       1/1           __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__max_element<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter) [11]
                0.00    0.00       1/2           __gnu_cxx::__ops::__iter_less_iter() [96]
-----------------------------------------------
                0.00    0.00       1/1           List::countingSort() [8]
[10]     0.0    0.00    0.00       1         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::min_element<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [10]
                0.00    0.00       1/1           __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__min_element<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter) [12]
                0.00    0.00       1/2           __gnu_cxx::__ops::__iter_less_iter() [96]
-----------------------------------------------
                0.00    0.00       1/1           __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::max_element<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [9]
[11]     0.0    0.00    0.00       1         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__max_element<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter) [11]
                0.00    0.00   10000/24849079     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator++() [4]
                0.00    0.00   10000/24859080     bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [7]
                0.00    0.00       1/2           bool __gnu_cxx::operator==<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [20]
                0.00    0.00    9999/19998       bool __gnu_cxx::__ops::_Iter_less_iter::operator()<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) const [38]
-----------------------------------------------
                0.00    0.00       1/1           __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::min_element<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [10]
[12]     0.0    0.00    0.00       1         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__min_element<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter) [12]
                0.00    0.00   10000/24849079     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator++() [4]
                0.00    0.00   10000/24859080     bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [7]
                0.00    0.00       1/2           bool __gnu_cxx::operator==<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [20]
                0.00    0.00    9999/19998       bool __gnu_cxx::__ops::_Iter_less_iter::operator()<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) const [38]
-----------------------------------------------
                0.00    0.00   10000/10000       List::insert(int) [3]
[13]     0.0    0.00    0.00   10000         std::vector<int, std::allocator<int> >::insert(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int const&) [13]
                0.00    0.00    9985/24839067     std::vector<int, std::allocator<int> >::end() [6]
                0.00    0.00   10000/10000       decltype ((({parm#1}.base)())-(({parm#2}.base)())) __gnu_cxx::operator-<int const*, int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [15]
                0.00    0.00    9985/9985        bool __gnu_cxx::operator==<int const*, int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [16]
                0.00    0.00    9982/9982        void std::vector<int, std::allocator<int> >::_M_insert_aux<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [17]
                0.00    0.00      15/15          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [18]
                0.00    0.00   19997/30015       std::vector<int, std::allocator<int> >::begin() [33]
                0.00    0.00   10000/24889079     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [28]
                0.00    0.00    9997/9997        std::vector<int, std::allocator<int> >::cbegin() const [52]
                0.00    0.00    9997/9997        __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator+(long) const [51]
                0.00    0.00    9997/9997        __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&) [50]
                0.00    0.00    9982/19964       std::remove_reference<int&>::type&& std::move<int&>(int&) [41]
                0.00    0.00    9982/9982        std::vector<int, std::allocator<int> >::_Temporary_value::_M_val() [58]
                0.00    0.00    9982/9982        std::vector<int, std::allocator<int> >::_Temporary_value::_Temporary_value<int const&>(std::vector<int, std::allocator<int> >*, int const&) [59]
                0.00    0.00    9982/9982        std::vector<int, std::allocator<int> >::_Temporary_value::~_Temporary_value() [60]
                0.00    0.00       3/10000       void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [44]
-----------------------------------------------
                0.00    0.00   10000/10000       List::insert(int) [3]
[14]     0.0    0.00    0.00   10000         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator<int*>(__gnu_cxx::__normal_iterator<int*, __gnu_cxx::__enable_if<std::__are_same<int*, int*>::__value, std::vector<int, std::allocator<int> > >::__type> const&) [14]
                0.00    0.00   10000/49758191     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [5]
-----------------------------------------------
                0.00    0.00   10000/10000       std::vector<int, std::allocator<int> >::insert(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int const&) [13]
[15]     0.0    0.00    0.00   10000         decltype ((({parm#1}.base)())-(({parm#2}.base)())) __gnu_cxx::operator-<int const*, int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [15]
                0.00    0.00   10000/49758191     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [5]
                0.00    0.00   10000/39979       __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [31]
-----------------------------------------------
                0.00    0.00    9985/9985        std::vector<int, std::allocator<int> >::insert(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int const&) [13]
[16]     0.0    0.00    0.00    9985         bool __gnu_cxx::operator==<int const*, int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [16]
                0.00    0.00    9985/49758191     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [5]
                0.00    0.00    9985/39979       __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [31]
-----------------------------------------------
                0.00    0.00    9982/9982        std::vector<int, std::allocator<int> >::insert(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int const&) [13]
[17]     0.0    0.00    0.00    9982         void std::vector<int, std::allocator<int> >::_M_insert_aux<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [17]
                0.00    0.00    9982/49758191     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [5]
                0.00    0.00    9982/19964       std::remove_reference<int&>::type&& std::move<int&>(int&) [41]
                0.00    0.00    9982/9982        void std::allocator_traits<std::allocator<int> >::construct<int, int>(std::allocator<int>&, int*, int&&) [56]
                0.00    0.00    9982/9982        int* std::move_backward<int*, int*>(int*, int*, int*) [62]
                0.00    0.00    9982/29946       int&& std::forward<int>(std::remove_reference<int>::type&) [36]
                0.00    0.00    9982/24889054     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [29]
-----------------------------------------------
                0.00    0.00      15/15          std::vector<int, std::allocator<int> >::insert(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int const&) [13]
[18]     0.0    0.00    0.00      15         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [18]
                0.00    0.00      30/49758191     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [5]
                0.00    0.00      15/15          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [19]
                0.00    0.00      30/33          std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [72]
                0.00    0.00      30/30          std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [79]
                0.00    0.00      15/15          std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [90]
                0.00    0.00      15/30015       std::vector<int, std::allocator<int> >::begin() [33]
                0.00    0.00      15/16          std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [87]
                0.00    0.00      15/29997       int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [34]
                0.00    0.00      15/10000       void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [44]
                0.00    0.00      15/17          std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [83]
-----------------------------------------------
                0.00    0.00      15/15          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [18]
[19]     0.0    0.00    0.00      15         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [19]
                0.00    0.00      30/49758191     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [5]
-----------------------------------------------
                0.00    0.00       1/2           __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__min_element<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter) [12]
                0.00    0.00       1/2           __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__max_element<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter) [11]
[20]     0.0    0.00    0.00       2         bool __gnu_cxx::operator==<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [20]
                0.00    0.00       4/49758191     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [5]
-----------------------------------------------
                0.00    0.00    9997/24889079     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator+(long) const [51]
                0.00    0.00   10000/24889079     std::vector<int, std::allocator<int> >::insert(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int const&) [13]
                0.00    0.00   30015/24889079     std::vector<int, std::allocator<int> >::begin() [33]
                0.00    0.00 24839067/24889079     std::vector<int, std::allocator<int> >::end() [6]
[28]     0.0    0.00    0.00 24889079         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [28]
-----------------------------------------------
                0.00    0.00    9982/24889054     void std::vector<int, std::allocator<int> >::_M_insert_aux<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [17]
                0.00    0.00   10002/24889054     List::countingSort() [8]
                0.00    0.00   39996/24889054     bool __gnu_cxx::__ops::_Iter_less_iter::operator()<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) const [38]
                0.00    0.00 24829074/24889054     List::insert(int) [3]
[29]     0.0    0.00    0.00 24889054         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [29]
-----------------------------------------------
                0.00    0.00   40100/40100       List::countingSort() [8]
[30]     0.0    0.00    0.00   40100         std::vector<int, std::allocator<int> >::operator[](unsigned long) [30]
-----------------------------------------------
                0.00    0.00    9985/39979       bool __gnu_cxx::operator==<int const*, int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [16]
                0.00    0.00   10000/39979       decltype ((({parm#1}.base)())-(({parm#2}.base)())) __gnu_cxx::operator-<int const*, int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [15]
                0.00    0.00   19994/39979       __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&) [50]
[31]     0.0    0.00    0.00   39979         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [31]
-----------------------------------------------
                0.00    0.00      90/30036       int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [81]
                0.00    0.00   29946/30036       int* std::__copy_move_backward_a<true, int*, int*>(int*, int*, int*) [63]
[32]     0.0    0.00    0.00   30036         int* std::__niter_base<int*>(int*) [32]
-----------------------------------------------
                0.00    0.00       3/30015       List::countingSort() [8]
                0.00    0.00      15/30015       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [18]
                0.00    0.00   10000/30015       List::insert(int) [3]
                0.00    0.00   19997/30015       std::vector<int, std::allocator<int> >::insert(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int const&) [13]
[33]     0.0    0.00    0.00   30015         std::vector<int, std::allocator<int> >::begin() [33]
                0.00    0.00   30015/24889079     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [28]
-----------------------------------------------
                0.00    0.00      15/29997       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [18]
                0.00    0.00    9982/29997       std::vector<int, std::allocator<int> >::_Temporary_value::_Temporary_value<int const&>(std::vector<int, std::allocator<int> >*, int const&) [59]
                0.00    0.00   10000/29997       void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [44]
                0.00    0.00   10000/29997       void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [42]
[34]     0.0    0.00    0.00   29997         int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [34]
-----------------------------------------------
                0.00    0.00    9982/29946       std::vector<int, std::allocator<int> >::_Temporary_value::_Temporary_value<int const&>(std::vector<int, std::allocator<int> >*, int const&) [59]
                0.00    0.00    9982/29946       std::vector<int, std::allocator<int> >::_Temporary_value::~_Temporary_value() [60]
                0.00    0.00    9982/29946       std::vector<int, std::allocator<int> >::_Temporary_value::_M_val() [58]
[35]     0.0    0.00    0.00   29946         std::vector<int, std::allocator<int> >::_Temporary_value::_M_ptr() [35]
-----------------------------------------------
                0.00    0.00    9982/29946       void std::vector<int, std::allocator<int> >::_M_insert_aux<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [17]
                0.00    0.00    9982/29946       void std::allocator_traits<std::allocator<int> >::construct<int, int>(std::allocator<int>&, int*, int&&) [56]
                0.00    0.00    9982/29946       void __gnu_cxx::new_allocator<int>::construct<int, int>(int*, int&&) [54]
[36]     0.0    0.00    0.00   29946         int&& std::forward<int>(std::remove_reference<int>::type&) [36]
-----------------------------------------------
                0.00    0.00   20000/20000       int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [48]
[37]     0.0    0.00    0.00   20000         std::uniform_int_distribution<int>::param_type::a() const [37]
-----------------------------------------------
                0.00    0.00    9999/19998       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__min_element<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter) [12]
                0.00    0.00    9999/19998       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__max_element<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter) [11]
[38]     0.0    0.00    0.00   19998         bool __gnu_cxx::__ops::_Iter_less_iter::operator()<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) const [38]
                0.00    0.00   39996/24889054     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [29]
-----------------------------------------------
                0.00    0.00    9982/19982       void __gnu_cxx::new_allocator<int>::construct<int, int>(int*, int&&) [54]
                0.00    0.00   10000/19982       void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [42]
[39]     0.0    0.00    0.00   19982         operator new(unsigned long, void*) [39]
-----------------------------------------------
                0.00    0.00   19964/19964       int* std::move_backward<int*, int*>(int*, int*, int*) [62]
[40]     0.0    0.00    0.00   19964         int* std::__miter_base<int*>(int*) [40]
-----------------------------------------------
                0.00    0.00    9982/19964       std::vector<int, std::allocator<int> >::insert(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int const&) [13]
                0.00    0.00    9982/19964       void std::vector<int, std::allocator<int> >::_M_insert_aux<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [17]
[41]     0.0    0.00    0.00   19964         std::remove_reference<int&>::type&& std::move<int&>(int&) [41]
-----------------------------------------------
                0.00    0.00   10000/10000       void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [44]
[42]     0.0    0.00    0.00   10000         void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [42]
                0.00    0.00   10000/29997       int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [34]
                0.00    0.00   10000/19982       operator new(unsigned long, void*) [39]
-----------------------------------------------
